#1 atomic updates
#108
# 1.181438
1	2.058795 0.573849
2	2.582981 0.457393
4	4.038269 0.292561
6	5.093912 0.231931
8	5.244150 0.225287
10	7.736819 0.152703
12	6.103830 0.193557
14	6.116150 0.193167
