# small f array S-R
#108
	3.363800
1	3.320600
2	1.748400
4	0.946200
6	0.737800
8	0.621200
10	0.622300
12	0.624500
14	0.581000
#2916
	129.776800
1	123.972600
2	65.600600
4	33.847100
6	23.750400
8	18.755400
10	15.626200
12	13.595000
14	11.814900
