# small f array S-R
#2916
#	129.776800
1	123.972600 1.04682
2	65.600600 1.97829
4	33.847100 3.83421
6	23.750400 5.46419
8	18.755400 6.91944
10	15.626200 8.30508
12	13.595000 9.54592
14	11.814900 10.9842
