# second version: Reduce
# 108
	1.485941
1	1.530672
2	0.833546
4	0.502371
6	0.409750
8	0.344239
10	0.336040
12	0.320903
14	0.309736
# 2916
	61.907059
1	61.123558
2	32.360481
4	16.495348
6	11.633303
8	9.180669
10	7.678474
12	6.853642
14	5.962333
